age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
59,Female,146867,2.7,24,14,8.94,1.64,9.46,9,8.04,10.0,3.02,5.27,60.69,78.08,1.87,0.93,0.22,0.16,0.32,0.58,4.59,19,429,1.13,10,0,371.55,0,3.39,5.41,5.48,26.99,6.66,6.17,5.48,52,1
37,Female,122327,6.85,2,4,5.73,1.34,1.94,9,2.24,6.72,5.54,5.93,64.62,97.49,5.57,0.64,0.37,0.47,0.23,0.62,4.01,25,370,0.4,0,1,530.4,0,8.69,5.63,6.24,16.63,7.79,7.14,5.32,15,3
49,Female,45254,1.53,29,19,7.3,2.44,0.34,9,4.37,2.65,5.64,6.82,91.17,64.85,2.64,0.75,0.23,0.21,0.24,0.48,8.14,19,193,6.48,10,1,873.1,10,3.22,4.89,5.35,22.18,8.0,4.61,3.9,23,3
29,Male,132255,11.47,35,24,6.9,2.9,2.33,5,3.91,1.21,5.93,8.55,76.34,67.5,7.27,0.9,0.21,0.23,0.43,0.35,5.78,14,391,1.49,9,1,142.59,6,5.63,3.51,8.49,25.03,19.39,4.02,2.23,3,10
39,Male,22622,1.09,13,1,6.78,0.05,5.48,6,4.38,1.25,6.37,6.01,32.47,67.18,1.77,0.27,0.43,0.45,0.18,0.2,2.48,15,465,1.86,3,1,163.34,2,4.03,8.08,6.32,22.66,3.93,2.05,5.45,92,8
49,Female,100295,3.18,6,23,6.04,6.61,1.68,6,8.88,4.08,4.14,6.59,81.96,65.91,2.59,0.75,0.33,0.35,0.32,0.55,4.38,48,352,2.35,3,1,585.03,4,4.18,2.75,7.14,24.06,12.71,4.58,7.62,69,2
22,Male,21180,2.43,3,0,6.34,0.5,1.34,7,5.19,4.64,6.29,7.97,85.85,61.47,2.09,0.38,0.08,0.82,0.12,0.59,2.5,17,499,1.91,5,1,798.86,1,2.24,4.25,7.4,26.15,6.6,6.95,4.08,26,3
45,Male,108218,3.16,8,14,7.56,6.5,0.57,6,2.89,0.15,6.29,7.63,48.38,62.14,1.79,0.62,0.4,0.12,0.69,0.35,3.86,8,256,2.38,2,0,19.47,2,3.81,2.83,2.33,24.47,5.86,7.42,4.31,59,5
45,Female,94129,1.92,24,23,6.59,2.58,0.62,9,6.28,7.69,7.56,4.06,69.93,73.74,0.74,0.57,0.13,0.78,0.7,0.67,19.82,23,438,2.83,6,1,2441.65,5,2.75,2.33,8.71,24.41,5.53,2.74,5.44,28,2
28,Female,103331,9.09,32,12,4.37,5.56,1.33,7,5.93,2.3,8.16,4.06,56.79,69.04,5.93,0.52,0.23,0.24,0.24,0.68,8.86,10,174,0.98,5,1,1104.68,5,4.69,8.11,3.45,29.06,13.95,4.94,6.58,24,5
51,Male,19304,11.53,28,3,5.94,0.86,0.86,4,2.4,9.71,6.28,4.35,78.58,90.54,8.77,0.75,0.24,0.95,0.69,0.21,1.7,28,158,0.64,6,1,60.87,1,10.0,6.18,5.75,22.44,15.67,5.61,3.61,43,6
55,Male,140758,7.95,38,19,8.41,0.79,3.69,6,8.25,4.14,6.81,5.8,54.63,55.83,4.91,0.33,0.26,0.18,0.13,0.44,6.81,23,472,1.37,5,0,1180.79,4,3.19,6.79,6.32,29.19,10.04,4.58,1.36,84,7
44,Female,143587,5.52,20,3,8.67,0.28,2.05,5,4.04,4.08,5.54,7.7,61.28,21.55,5.32,0.63,0.2,0.46,0.73,0.64,7.27,2,203,1.31,2,0,843.53,9,2.63,5.46,6.92,27.09,7.22,0.0,2.45,25,3
19,Male,18284,0.9,4,15,7.53,11.05,0.39,7,8.88,3.58,7.17,5.91,37.54,66.58,2.04,0.2,0.17,0.44,0.25,0.08,5.37,13,388,0.97,2,0,450.8,8,8.19,4.17,6.27,21.8,7.4,2.22,3.95,45,6
13,Female,43148,11.05,4,21,6.56,5.38,0.74,2,6.78,3.59,8.06,5.81,73.84,65.86,7.29,0.72,0.3,0.16,0.71,0.35,7.06,6,225,3.17,2,0,129.49,0,6.09,4.56,8.69,20.03,25.79,4.06,3.11,73,2
40,Male,74817,4.02,2,20,5.25,1.06,1.01,9,10.0,3.66,6.65,5.45,64.46,37.01,3.45,0.46,0.16,0.29,0.41,0.79,2.51,21,488,2.88,9,0,285.64,5,2.93,3.27,6.42,24.13,12.48,5.03,3.53,17,1
35,Female,70613,1.21,20,15,7.79,1.37,1.36,7,5.35,4.02,10.0,7.88,70.75,46.37,1.65,0.81,0.32,0.49,0.72,0.63,6.86,42,264,4.95,7,0,354.29,2,4.95,5.83,3.81,26.86,4.42,6.35,4.44,9,6
24,Other,9357,5.83,30,1,6.14,0.13,2.55,8,4.56,8.81,7.29,6.81,57.87,75.64,5.5,0.33,0.29,0.53,0.59,0.55,3.15,34,294,0.94,0,0,716.51,8,5.2,7.59,8.05,29.36,6.38,6.52,2.46,4,2
59,Female,75656,1.06,24,0,7.58,0.64,8.75,2,6.36,1.96,6.21,3.97,67.82,68.22,0.6,0.55,0.23,0.71,0.45,0.36,3.77,3,376,1.03,7,1,2308.7,6,5.11,5.01,6.35,18.1,11.02,3.75,1.07,71,2
22,Female,33864,5.02,34,21,7.87,2.42,1.03,6,6.25,3.57,1.58,5.12,66.79,74.56,4.8,0.27,0.27,0.31,0.32,0.42,10.46,4,60,1.23,10,1,39.74,10,6.61,3.35,3.95,23.99,6.29,4.4,5.24,97,7
41,Male,89813,1.6,2,13,8.34,1.48,0.84,7,3.13,8.57,6.71,7.5,69.02,74.44,1.17,0.26,0.4,0.4,0.84,0.52,10.99,38,348,1.2,9,0,804.21,9,1.39,4.68,6.57,28.11,6.83,4.16,5.29,20,7
46,Female,107141,3.33,24,9,7.02,0.06,0.02,6,6.68,4.34,4.59,7.37,57.95,70.41,2.74,0.4,0.47,0.12,0.82,0.11,8.19,18,71,0.6,9,1,783.89,1,7.04,4.77,5.54,29.12,4.6,4.43,3.39,46,7
40,Female,106242,4.45,11,20,7.11,0.32,0.96,4,2.44,1.86,5.24,9.35,77.43,65.44,3.0,0.67,0.3,0.7,0.8,0.47,9.67,18,69,0.89,4,1,751.75,6,6.16,6.28,2.87,23.0,5.14,5.37,3.41,59,8
35,Male,148307,1.75,6,12,8.04,3.03,0.63,4,4.82,5.87,4.5,1.69,67.13,54.99,1.4,0.69,0.22,0.09,0.36,0.94,3.41,21,89,4.2,5,0,726.37,10,4.1,2.57,4.79,26.19,5.58,2.76,5.35,70,5
25,Female,57609,2.5,8,13,6.06,0.88,5.08,3,7.79,5.61,6.64,1.29,60.47,51.46,3.52,0.44,0.11,0.56,0.36,0.34,8.06,33,91,1.57,6,0,509.12,6,5.86,4.54,3.35,26.3,6.28,5.63,2.52,42,5
28,Male,57916,1.72,18,20,6.11,0.73,2.65,5,7.37,2.25,5.39,6.31,100.0,68.6,0.66,0.3,0.27,0.26,0.07,0.61,8.59,12,89,0.72,10,0,104.85,9,8.37,3.38,2.66,19.04,6.23,6.79,5.48,86,10
56,Male,17614,1.82,8,21,7.21,0.15,4.95,6,5.43,3.29,4.85,6.22,84.74,78.68,1.22,0.36,0.33,0.45,0.23,0.45,2.31,31,305,0.76,8,0,547.17,8,9.62,5.85,4.36,23.89,7.26,4.14,8.37,61,8
46,Male,16213,0.38,35,4,8.52,7.82,3.86,8,2.61,0.37,5.35,3.86,61.3,80.97,0.0,0.87,0.5,0.67,0.77,0.51,1.82,12,118,1.14,5,0,229.2,2,5.48,5.01,5.41,27.78,2.64,8.31,9.29,8,3
59,Female,128088,2.96,36,21,7.13,3.23,0.38,2,7.47,5.64,8.68,4.36,78.65,58.05,1.54,0.21,0.49,0.13,0.54,0.41,2.97,35,366,0.2,7,1,171.56,3,6.05,4.12,8.38,24.98,3.97,3.02,0.1,25,3
34,Female,31045,1.98,7,0,6.83,4.28,4.21,6,7.0,8.15,4.16,7.13,82.68,70.8,1.02,0.25,0.36,0.26,0.7,0.58,1.6,46,495,3.99,10,0,15.46,6,3.09,6.58,4.81,19.39,4.29,4.02,1.51,87,1
55,Female,58422,4.41,27,7,7.84,3.73,0.41,9,4.67,0.0,4.96,6.83,80.77,71.14,4.56,0.87,0.25,0.2,0.72,0.34,6.08,42,310,1.41,5,1,644.75,9,4.18,6.61,2.41,28.98,7.07,2.69,6.49,95,1
18,Female,140556,2.69,14,9,7.24,2.65,0.67,10,4.81,1.0,4.78,7.44,75.03,83.5,2.37,0.32,0.21,0.41,0.82,0.71,5.36,40,214,3.83,0,1,637.69,7,6.64,3.11,1.78,32.59,9.96,7.99,4.42,15,7
19,Female,61479,1.49,29,18,10.25,3.43,1.57,6,4.28,5.19,5.47,10.0,88.05,56.71,0.33,0.37,0.21,0.34,0.47,0.64,4.38,5,419,2.49,7,1,366.01,0,3.51,4.62,5.5,28.89,4.96,4.14,7.56,99,5
37,Female,40882,3.09,27,6,7.77,2.31,1.38,9,10.0,6.32,6.6,3.46,64.12,98.62,1.5,0.48,0.34,0.32,0.24,0.7,4.5,38,449,1.1,3,0,226.75,0,2.05,6.39,0.76,18.24,6.61,4.91,4.35,46,3
41,Male,115525,6.2,34,16,7.57,0.24,4.72,9,6.98,8.13,3.66,4.54,61.1,64.32,3.57,0.79,0.18,0.24,0.51,0.13,7.68,15,163,4.37,9,1,431.26,2,5.51,5.9,6.38,28.05,9.78,5.36,2.86,56,4
53,Male,77802,1.76,27,24,7.91,0.06,0.71,10,4.79,3.09,6.89,6.3,86.96,74.25,2.32,0.33,0.59,0.75,0.69,0.51,4.48,8,160,6.24,3,1,485.43,7,4.83,7.12,8.17,21.75,7.51,5.33,2.71,96,10
55,Female,27702,2.46,33,4,7.05,2.11,2.58,6,6.51,1.22,9.12,3.53,65.45,54.61,1.62,0.64,0.17,0.44,0.79,0.85,5.38,45,474,1.18,6,1,1282.91,9,6.92,5.33,7.64,23.17,3.81,2.86,5.15,54,5
47,Female,17996,0.59,17,1,6.76,1.23,2.71,8,5.22,3.45,6.74,3.5,66.33,52.54,0.0,0.71,0.61,0.85,0.6,0.4,6.28,34,369,0.91,2,0,162.0,3,2.17,7.45,6.79,26.6,2.5,2.54,3.34,39,2
34,Male,142791,2.0,16,2,8.43,1.21,0.53,9,2.16,4.95,4.09,8.79,96.69,60.27,0.88,0.63,0.38,0.42,0.76,0.05,11.02,24,20,1.26,9,1,1289.64,0,4.76,4.82,8.07,22.73,3.37,6.04,3.19,11,5
17,Male,101731,0.65,22,7,7.9,1.3,0.12,5,6.1,10.0,5.33,5.77,70.56,61.07,0.0,0.44,0.24,0.23,0.61,0.45,7.22,3,449,0.19,5,1,1226.95,6,5.03,5.1,4.05,18.78,2.61,8.71,6.04,83,10
38,Male,12453,18.4,9,11,6.0,4.97,1.35,8,8.97,1.83,7.77,8.87,52.38,74.96,10.0,0.73,0.13,0.45,0.4,0.31,4.0,17,200,3.97,6,0,131.47,10,6.02,4.82,7.64,24.39,24.01,5.4,6.25,70,9
43,Male,87123,6.51,5,13,7.03,3.46,2.05,8,7.57,4.11,5.72,4.73,68.28,41.48,4.73,0.43,0.19,0.26,0.65,0.76,3.58,45,95,1.78,0,0,1118.17,1,3.28,4.87,5.83,23.14,13.88,5.71,4.19,99,5
26,Female,43799,3.25,39,10,9.67,1.2,1.17,5,4.58,6.09,4.42,7.67,66.25,64.07,1.67,0.52,0.04,0.26,0.41,0.35,7.56,26,273,0.94,3,1,146.37,7,4.22,6.73,2.09,25.95,8.6,5.48,5.76,59,3
26,Male,78038,1.41,27,22,6.94,0.71,3.81,2,4.37,6.97,6.26,9.29,84.76,82.01,1.15,0.91,0.49,0.69,0.16,0.3,10.05,4,125,1.97,5,1,595.0,7,6.49,6.02,6.04,19.22,11.55,3.29,0.77,80,8
42,Male,149385,2.1,20,1,4.96,1.46,1.01,4,7.34,4.42,4.15,5.47,69.97,75.08,2.56,0.08,0.55,0.31,0.64,0.2,7.34,32,18,7.74,1,1,759.42,7,4.96,6.8,6.94,29.86,4.14,5.88,1.69,26,1
50,Male,127389,2.57,27,11,7.97,7.08,1.08,6,5.78,3.29,4.25,6.82,69.02,62.51,2.21,0.6,0.22,0.64,0.65,0.66,1.62,27,443,1.55,1,1,222.34,2,6.3,4.66,4.84,31.85,8.66,3.97,0.87,4,10
29,Female,140971,1.66,8,12,6.19,2.13,1.01,9,3.16,2.67,6.4,8.53,78.2,67.92,0.85,0.58,0.14,0.61,0.52,0.12,1.66,35,84,4.86,10,1,326.86,0,2.97,5.89,8.1,26.08,4.78,5.18,7.43,34,7
40,Male,110885,7.67,15,5,7.01,3.25,0.34,1,4.83,2.13,4.17,4.97,60.41,56.28,5.41,0.66,0.22,0.26,0.37,0.24,7.48,20,253,3.87,7,1,67.42,4,9.43,4.28,3.67,27.33,11.38,4.77,1.7,66,8
31,Male,95870,4.88,3,23,6.0,5.5,1.2,9,6.81,0.0,2.96,7.97,47.38,94.61,3.82,0.41,0.2,0.14,0.41,0.77,11.31,30,321,2.2,6,1,35.54,5,4.35,6.36,5.88,25.3,5.22,5.16,2.28,92,5
50,Female,121038,5.48,13,19,8.63,1.0,1.82,1,4.2,7.39,8.03,6.22,52.96,56.59,5.03,0.66,0.29,0.47,0.91,0.57,1.24,25,358,0.74,10,0,635.61,5,4.62,1.78,8.23,26.66,7.63,9.39,3.2,66,5
45,Other,133134,4.95,37,7,7.84,2.1,1.21,6,9.34,5.79,7.02,3.73,93.42,97.88,3.15,0.68,0.08,0.17,0.41,0.7,0.81,3,239,1.58,7,1,503.18,10,6.63,1.74,4.45,23.4,5.67,4.69,2.28,70,6
39,Female,118522,9.23,20,10,5.06,0.62,0.67,2,6.12,9.3,10.0,4.08,53.73,86.88,6.59,0.59,0.13,0.68,0.67,0.52,3.85,2,468,1.84,8,1,18.45,1,5.54,5.44,8.0,23.07,16.03,5.69,5.15,13,1
49,Male,8512,3.12,38,18,4.98,1.37,0.28,1,1.54,1.47,5.03,5.52,86.31,73.83,2.81,0.17,0.38,0.36,0.4,0.63,8.61,19,383,1.14,1,1,1747.3,4,4.33,4.4,9.16,25.45,10.92,5.28,5.85,61,10
22,Female,22853,4.12,28,8,7.07,2.05,1.88,2,6.61,10.0,6.41,1.8,61.42,70.47,2.95,0.66,0.39,0.45,0.72,0.08,5.01,24,96,0.1,7,0,1305.03,0,3.77,4.28,4.27,27.18,5.66,4.94,2.27,6,6
55,Female,41273,2.82,25,9,6.38,0.47,5.06,1,4.11,3.03,6.19,5.49,44.96,56.71,1.51,0.48,0.26,0.21,0.96,0.88,6.87,1,434,1.15,7,1,207.92,6,0.95,9.68,6.87,23.64,3.97,4.17,4.3,18,2
43,Male,22966,2.22,26,0,7.24,2.08,1.57,4,1.09,2.83,6.05,5.43,82.88,64.63,2.54,0.74,0.14,0.19,0.61,0.65,5.34,27,118,3.83,1,0,209.26,3,2.65,0.98,4.36,18.46,3.09,4.65,2.29,95,2
30,Female,112820,2.09,34,3,4.16,0.76,3.54,5,5.27,1.74,7.48,8.59,57.99,56.92,0.31,0.77,0.19,0.72,0.43,0.39,4.72,14,180,1.93,2,0,458.6,4,7.06,7.72,7.17,23.43,5.69,6.91,0.0,41,8
37,Male,99194,8.22,3,7,6.43,0.3,2.35,1,1.53,3.72,5.75,2.32,79.64,100.0,6.06,0.52,0.16,0.7,0.26,0.07,2.59,12,222,2.15,7,1,765.58,10,4.28,5.25,8.42,22.88,10.17,2.95,2.98,82,2
13,Male,37814,6.76,39,22,7.69,5.44,0.37,8,6.55,10.0,6.94,7.74,67.74,77.7,6.15,0.34,0.44,0.38,0.13,0.61,5.24,6,200,3.14,10,1,451.82,6,3.26,6.6,1.89,29.8,12.14,5.56,3.28,89,2
44,Female,43001,1.03,31,16,6.88,4.86,3.43,7,4.39,5.46,0.51,3.74,38.09,65.07,1.97,0.51,0.32,0.42,0.45,0.66,8.11,19,10,1.4,3,0,541.19,5,3.85,7.86,8.36,27.69,2.28,2.89,5.7,4,4
54,Male,25222,7.7,6,7,7.3,1.19,0.37,1,0.63,0.0,4.74,5.22,82.7,68.33,4.65,0.53,0.15,0.18,0.37,0.63,5.51,41,8,0.53,8,0,293.74,4,6.35,5.07,7.54,15.65,14.93,2.28,2.18,82,8
28,Male,17102,0.98,21,23,3.81,3.75,10.45,10,5.48,0.0,6.69,4.28,67.04,60.8,1.44,0.68,0.1,0.28,0.34,0.64,0.6,1,418,0.72,0,1,918.17,0,3.41,7.33,7.49,19.68,3.93,4.03,0.0,52,8
55,Male,146209,1.1,24,18,7.71,3.52,3.97,8,0.79,3.63,8.09,6.24,46.43,64.38,0.34,0.25,0.62,0.26,0.71,0.37,0.57,28,467,0.51,9,0,556.62,1,1.84,3.89,8.65,22.81,2.2,4.59,4.18,51,6
45,Male,121274,2.58,31,18,8.06,2.64,2.21,2,6.94,5.61,6.43,5.5,56.38,49.83,2.72,0.45,0.48,0.56,0.59,0.79,2.19,3,62,3.77,5,1,1192.36,7,3.78,1.18,5.12,26.11,5.82,4.91,5.18,15,3
20,Female,54761,2.06,39,12,7.38,0.75,4.98,3,7.05,3.89,5.49,6.68,85.33,67.82,0.8,0.31,0.72,0.32,0.56,0.34,9.47,37,303,2.57,8,1,805.22,8,1.78,5.24,6.23,33.75,5.07,8.8,3.49,52,7
57,Female,71443,3.48,32,17,4.12,0.36,1.32,10,3.74,3.43,3.87,6.82,62.05,55.88,3.76,0.46,0.23,0.23,0.56,0.09,2.64,24,161,2.14,5,1,337.41,3,5.71,1.61,6.74,25.67,5.21,1.72,5.08,9,4
34,Male,59345,3.22,19,21,10.23,0.11,3.51,9,4.81,0.93,4.3,7.59,81.01,63.31,0.76,0.61,0.13,0.2,0.46,0.2,9.44,31,466,3.89,8,1,241.85,4,1.42,2.37,6.06,19.22,7.42,5.45,4.75,46,8
31,Female,77037,4.06,26,8,7.19,0.94,1.31,10,6.92,6.26,5.29,7.19,76.01,65.44,2.41,0.4,0.28,0.39,0.6,0.66,5.02,32,294,0.93,1,1,265.3,6,2.86,4.09,4.64,26.16,7.12,6.65,3.6,11,4
40,Male,62225,17.92,4,5,6.73,0.54,0.17,4,6.09,5.47,5.15,6.45,70.21,52.0,10.0,0.3,0.54,0.32,0.88,0.4,6.32,37,458,0.86,8,0,22.53,9,6.38,8.16,6.4,22.65,21.98,7.71,2.72,33,7
40,Female,60431,3.07,17,19,8.52,2.05,11.11,10,7.02,4.04,5.07,4.6,73.16,60.6,0.64,0.6,0.34,0.33,0.73,0.06,10.47,13,273,0.91,0,0,108.74,8,6.15,5.33,4.08,22.09,7.76,2.42,3.33,39,5
18,Female,43079,18.52,19,21,7.64,1.85,0.09,10,7.12,7.47,4.4,4.29,68.04,85.82,10.0,0.52,0.17,0.19,0.61,0.8,20.81,33,234,0.17,0,0,126.62,7,4.2,7.06,7.54,24.18,21.98,5.86,6.61,25,5
34,Female,129377,4.22,12,21,5.31,0.16,0.24,1,3.23,5.14,5.45,0.19,82.85,76.68,4.3,0.67,0.21,0.43,0.3,0.6,6.16,10,409,0.27,1,1,25.29,5,5.87,6.12,5.7,25.76,18.98,4.01,1.98,39,3
51,Male,20184,3.14,32,8,6.65,7.63,2.84,10,9.13,5.72,2.01,6.93,68.49,53.54,1.64,0.8,0.11,0.36,0.79,0.48,11.23,45,347,1.24,4,0,824.85,10,9.47,3.91,6.83,27.65,6.29,6.96,4.92,18,6
33,Male,46929,4.2,33,14,6.27,0.43,0.03,3,8.97,4.89,6.48,7.78,68.22,67.69,2.37,0.29,0.45,0.17,0.06,0.39,0.35,17,413,0.46,3,1,442.5,8,4.72,2.28,7.8,20.73,5.52,3.85,6.19,62,3
38,Female,48792,4.54,5,1,6.05,0.32,0.04,5,4.43,7.8,9.14,6.36,68.34,64.67,3.33,0.6,0.15,0.69,0.53,0.6,4.68,19,64,1.33,4,0,9.17,5,2.45,7.91,5.59,18.59,20.72,6.0,6.03,38,1
26,Male,21292,6.92,23,15,6.95,4.1,0.03,2,0.0,2.24,5.7,7.56,54.64,28.29,6.03,0.52,0.2,0.25,0.87,0.54,6.11,8,46,3.72,8,1,202.01,5,5.44,3.81,4.4,20.83,8.31,4.62,2.81,53,5
26,Male,46427,4.33,19,2,9.31,4.14,0.95,1,5.59,2.54,8.3,5.96,66.07,72.21,1.89,0.19,0.26,0.48,0.85,0.23,3.62,24,225,2.02,5,0,1178.04,10,3.11,6.83,5.62,21.65,5.59,5.69,4.83,78,7
13,Male,27902,1.78,39,19,6.49,1.5,3.57,1,7.05,0.0,7.62,10.0,68.77,64.34,0.94,0.74,0.19,0.36,0.62,0.54,10.2,31,236,3.13,3,1,5.89,7,5.79,1.87,7.97,28.95,6.4,4.92,8.36,9,10
47,Male,93648,2.56,30,3,5.8,2.02,1.11,3,3.88,3.18,5.46,8.7,37.17,90.12,3.11,0.66,0.22,0.4,0.4,0.22,3.08,38,206,5.31,6,0,279.43,8,6.16,3.05,8.7,22.95,6.85,3.73,0.0,60,10
24,Male,123706,5.32,37,12,5.2,6.49,1.53,1,4.17,2.57,4.85,6.77,64.38,70.14,1.47,0.82,0.16,0.32,0.82,0.54,12.28,20,154,3.05,9,0,518.47,4,5.74,5.6,6.03,25.14,9.19,7.91,3.11,54,10
39,Male,148782,4.78,35,4,7.22,0.12,2.87,8,3.99,4.69,5.03,7.03,65.16,68.18,4.53,0.61,0.04,0.65,0.23,0.39,1.9,3,60,1.19,2,1,110.3,9,0.68,5.44,3.82,21.39,7.93,6.84,6.51,68,6
29,Other,104033,3.44,19,1,7.99,4.94,2.15,2,7.67,2.55,4.82,5.68,53.76,81.77,1.5,0.2,0.11,0.34,0.25,0.3,8.73,49,289,2.71,6,1,158.93,5,7.02,6.53,6.87,28.94,6.87,7.11,2.24,74,6
52,Female,117599,0.86,13,7,8.89,0.49,8.24,9,3.73,3.75,6.08,5.07,79.24,61.91,0.0,0.61,0.13,0.5,0.66,0.8,4.32,14,471,2.63,4,0,254.75,10,7.43,8.32,7.29,27.77,3.71,8.01,2.22,62,5
49,Female,59388,2.62,16,15,8.14,1.7,1.83,2,0.69,4.16,7.56,5.58,72.68,57.12,3.33,0.52,0.16,0.06,0.43,0.59,4.46,45,496,1.29,4,1,872.79,3,5.16,1.53,7.93,28.01,4.74,3.51,3.58,77,9
35,Male,61872,2.74,20,19,5.85,1.91,4.13,4,4.55,5.56,6.68,6.93,72.3,93.6,2.32,0.35,0.33,0.58,0.76,0.4,10.89,9,495,2.71,7,0,792.13,2,4.3,6.29,5.05,23.57,3.22,3.26,5.98,49,7
55,Female,62438,8.26,25,14,5.88,0.97,6.46,8,4.44,2.06,5.81,5.1,61.32,66.96,7.34,0.29,0.31,0.27,0.05,0.52,4.84,26,45,1.41,2,1,725.66,2,6.29,3.71,5.38,25.69,8.86,2.52,3.73,91,2
49,Male,19883,5.68,14,17,6.69,2.61,5.19,7,4.6,5.71,2.45,2.49,86.1,63.8,3.16,0.69,0.1,0.79,0.8,0.61,3.57,10,36,1.54,7,0,36.08,10,5.79,9.68,3.82,26.06,6.47,4.3,1.81,14,8
51,Female,16439,1.58,33,6,8.01,0.27,2.26,9,1.91,5.27,7.31,2.64,47.31,59.54,0.0,0.2,0.67,0.03,0.25,0.02,6.59,28,361,0.91,3,0,63.94,6,6.08,4.89,6.4,20.6,4.25,2.4,2.97,15,4
58,Female,35363,7.72,11,5,5.34,0.56,1.08,9,7.76,7.3,7.83,5.27,50.96,62.67,7.03,0.61,0.42,0.43,0.9,0.8,0.34,31,205,0.18,9,0,86.98,3,6.82,2.92,7.62,25.3,16.04,7.49,0.4,9,2
37,Other,117752,7.88,39,6,6.17,0.54,2.28,8,6.94,5.21,7.51,4.44,100.0,58.52,6.21,0.76,0.28,0.27,0.24,0.22,4.68,8,161,1.42,1,0,79.46,10,5.25,7.11,3.58,27.37,9.57,10.0,6.54,46,5
51,Female,27286,2.78,12,10,4.7,2.18,2.2,10,5.6,7.67,8.72,7.73,78.14,69.05,2.38,0.18,0.13,0.62,0.27,0.81,6.38,14,378,1.84,7,1,1.87,4,4.95,4.4,6.48,27.17,9.13,5.0,2.12,13,10
32,Male,117083,2.16,11,4,9.12,1.02,3.57,2,7.13,5.48,5.41,4.66,97.49,91.31,0.35,0.87,0.55,0.49,0.56,0.72,5.56,42,193,1.72,0,0,741.35,10,1.8,7.16,3.27,24.06,4.74,8.23,2.12,27,5
33,Female,55666,3.83,35,12,5.53,1.66,1.6,4,3.96,2.51,3.82,5.91,42.23,59.12,2.75,0.6,0.15,0.17,0.22,0.83,3.85,8,66,0.95,4,1,583.88,7,5.38,6.2,5.24,22.47,6.61,2.3,3.87,21,4
47,Male,32482,1.78,37,3,6.38,2.81,1.04,4,4.19,9.48,7.72,4.55,82.71,58.95,0.53,0.1,0.33,0.37,0.85,0.36,6.04,2,391,1.22,1,1,3901.38,1,6.54,2.69,4.22,27.58,3.98,4.94,5.15,87,2
50,Male,63128,3.57,32,3,7.3,2.62,0.01,1,7.98,3.65,5.44,4.44,66.75,37.61,0.48,0.92,0.28,0.07,0.54,0.6,4.68,5,18,1.41,3,1,477.11,9,6.14,8.59,3.25,22.45,7.69,7.1,4.81,85,6
21,Other,141235,8.7,3,1,9.77,1.94,1.01,2,3.2,6.11,4.68,4.39,70.66,90.36,6.65,0.38,0.15,0.52,0.45,0.08,6.67,21,214,2.8,6,0,158.71,0,5.42,5.11,5.7,19.19,25.18,4.62,4.3,30,3
43,Male,72337,5.83,29,3,6.25,0.12,1.23,9,3.2,5.13,5.37,6.44,38.91,86.26,3.51,0.77,0.7,0.14,0.28,0.63,1.66,40,124,3.73,10,0,589.63,4,6.31,4.29,3.42,27.0,9.68,5.01,3.03,20,6
43,Female,25291,2.24,21,7,7.46,0.22,2.55,9,5.97,3.49,3.22,5.92,43.52,27.25,0.71,0.71,0.53,0.62,0.62,0.47,4.36,40,260,2.16,1,1,175.23,0,0.17,3.75,1.67,22.96,4.28,6.5,4.2,19,4
58,Female,134288,2.54,29,18,7.71,1.45,1.99,4,9.02,4.32,4.52,3.47,68.32,33.9,1.76,0.85,0.48,0.09,0.24,0.19,11.47,43,497,0.52,9,1,1180.54,1,5.54,2.54,7.33,36.57,7.63,4.08,2.28,4,5
25,Female,93924,0.47,38,2,6.61,2.15,0.01,9,3.38,3.78,5.52,4.2,70.29,55.57,0.95,0.81,0.12,0.49,0.31,0.85,2.47,27,409,4.73,8,0,351.09,5,1.77,7.4,5.86,22.33,6.18,8.27,4.53,87,1
33,Male,6214,10.15,26,2,9.15,0.36,2.94,9,5.18,4.52,7.24,5.06,62.91,80.77,6.1,0.28,0.31,0.37,0.72,0.95,1.23,9,139,1.21,2,0,185.26,2,3.19,5.27,5.06,26.96,17.37,3.98,5.1,2,3
52,Male,58509,1.64,11,11,7.79,2.51,0.9,4,3.19,0.02,4.32,5.41,37.44,60.79,0.88,0.57,0.08,0.39,0.94,0.63,2.35,5,331,1.5,7,0,90.9,5,7.54,7.52,3.75,18.68,4.31,5.25,3.5,51,1
45,Female,68493,5.03,8,6,8.21,1.8,1.68,4,5.36,5.64,6.46,4.19,73.81,79.64,2.97,0.87,0.27,0.16,0.8,0.47,7.37,25,131,0.31,8,1,157.99,9,6.85,7.29,8.26,25.79,7.54,4.62,4.96,6,8
